Shop ID,Order ID,Workflow ID,Order date,Order confirmed time,Dining mode,Payment Mode,Order channel,Order status,Customer Uber Membership Status,Sales (excl. tax),Tax on sales,Refunds (excl. tax),Tax on refunds,Price adjustments (excl. tax),Tax on price adjustments,Promotions on items (excl tax),Tax on promotion on items,Promotions on items (incl tax),Delivery charge (excl tax),Tax on delivery fee,Promotions on delivery charge (excl tax),Tax on promotions on delivery charge,Promotions on delivery charge (incl tax),Bag fee,Delivery fee (excl tax),Tax on delivery fee,Delivery fee (incl tax),Service fee,Tax on service fee,Service fee discount,Net service fee,Discount adjustments,Profit on delivery,Tax adjustment,Other payments description,Other payments (incl. tax),Total payout ,Payout date,Payout status,Invoice link U2R ,Invoice link C2R ,Invoice link R2E ,Retailer Loyalty ID,Payout reference ID
,#F6F19,de44d268-ca5b-4132-8737-e400a1df6f19,21/12/2024,18:57,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,8000,0,0,0,0,0,-1850,0,-1850,189,0,0,0,0,0,11.17,0,11.17,-1845,0,0,-1845,0,66.31,0,,0,4371.31,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#FC753,c45e3ce9-2618-40f0-b7f5-1111890fc753,21/12/2024,19:38,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2850,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,-855,0,0,-855,0,72.55,0,,0,2067.55,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#78A11,f8c3f8a0-913e-452e-a99a-28d138e78a11,21/12/2024,23:32,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1400,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,-420,0,46.85,-373.15,0,0,0,,0,980,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#3ED8D,868ae866-0bcc-401b-b187-1686d5a3ed8d,21/12/2024,23:14,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,2200,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,-660,0,115.98,-544.02,0,0,0,,0,1540,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,,,22/12/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Restaurant refunds,1242.5,1242.5,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#9F420,c38b0de1-99fc-4326-8ef0-b28365e9f420,21/12/2024,23:45,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1775,0,0,0,0,0,0,0,0,187.75,0,0,0,0,0,0,0,0,-532.5,0,115.12,-417.38,0,0,0,,0,1242.5,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#9AA79,c958c933-1965-4321-b2a9-57d99ba9aa79,21/12/2024,23:46,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1500,0,0,0,0,0,0,0,0,174,0,0,0,0,0,11.2,0,11.2,-450,0,0,-450,0,50.97,0,,0,1100.97,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#9B2E2,cc644899-ca2a-4b5f-93ce-d31e7da9b2e2,22/12/2024,0:13,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3940,0,0,0,0,0,0,0,0,353,0,0,0,0,0,66.66,0,66.66,-1182,0,380.22,-801.78,0,0,0,,0,2758,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#6F435,3df1a5ae-297e-460e-a96a-1bc7bce6f435,22/12/2024,0:34,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1750,0,0,0,0,0,0,0,0,126.5,0,0,0,0,0,11.51,0,11.51,-525,0,0.24,-524.76,0,0,0,,0,1225,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#E2EEA,d46c106c-6fa7-4d8a-b987-b177324e2eea,22/12/2024,1:03,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1690,0,0,0,0,0,0,0,0,178.5,0,0,0,0,0,6.18,0,6.18,-507,0,0,-507,0,110.56,0,,0,1293.56,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#5DB4B,4ccb1120-42ef-4269-a3a2-a3626845db4b,22/12/2024,0:58,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1200,0,0,0,0,0,0,0,0,99,0,0,0,0,0,19.7,0,19.7,-360,0,117.53,-242.47,0,0,0,,0,840,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#E22CF,efed65fb-5191-40a9-85ec-e3472fde22cf,22/12/2024,1:36,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3700,0,0,0,0,0,-1850,0,-1850,229,0,0,0,0,0,21.25,0,21.25,-555,0,4.91,-550.09,0,0,0,,0,1295,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#08F10,6b89eeaf-d9c7-4814-b6b4-cb8da4208f10,22/12/2024,2:13,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3000,0,0,0,0,0,0,0,0,214,0,0,0,0,0,19.21,0,19.21,-900,0,0,-900,0,2.69,0,,0,2102.69,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#70EC8,c23bcb56-8cc3-437a-9a2e-5da0f3370ec8,22/12/2024,2:40,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,4750,0,0,0,0,0,0,0,0,298,0,0,0,0,0,12.97,0,12.97,-1425,0,0,-1425,0,155.26,0,,0,3480.26,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#2F1BE,2e5d4caa-4df6-4499-aa8c-e102e6a2f1be,22/12/2024,2:34,Delivery – partner using Uber app,Unknown,Uber Eats web,Unfulfilled,Data not available,2200,0,0,0,0,0,0,0,0,149,0,0,0,0,0,10.29,0,10.29,-660,0,0,-660,0,35.87,0,,0,1575.87,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#4E378,189211ea-027a-46fb-a160-d1bdc634e378,22/12/2024,2:43,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1100,0,0,0,0,0,0,0,0,94,0,0,0,0,0,11.45,0,11.45,-330,0,31.79,-298.21,0,0,0,,0,770,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#1B1C8,92260b07-0a05-4882-a8fb-110dfd11b1c8,22/12/2024,2:47,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3025,0,0,0,0,0,0,0,0,224,0,0,0,0,0,33.93,0,33.93,-907.5,0,149.35,-758.15,0,0,0,,0,2117.5,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#A2AB9,0a65c55f-06dc-4498-b4ca-b106032a2ab9,22/12/2024,3:14,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,850,0,0,0,0,0,0,0,0,81.5,0,0,0,0,0,16.47,0,16.47,-255,0,99.87,-155.13,0,0,0,,0,595,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#3794B,56142079-554f-454a-810a-024b02a3794b,22/12/2024,2:51,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2775,0,0,0,0,0,0,0,0,358,0,0,0,0,0,50.61,0,50.61,-832.5,0,198.55,-633.95,0,0,0,,0,1942.5,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#9A5BD,cbf6ebe8-dc3a-49b7-b67a-65e6b809a5bd,22/12/2024,2:34,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,4500,0,0,0,0,0,-1850,0,-1850,224,0,0,0,0,0,35.67,0,35.67,-795,0,168.4,-626.6,0,0,0,,0,1855,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#862F5,0a733b20-56f9-45a9-a343-6739643862f5,22/12/2024,3:14,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1250,0,0,0,0,0,0,0,0,156.5,0,0,0,0,0,27.68,0,27.68,-375,0,147.9,-227.1,0,0,0,,0,875,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#5EEAF,8116d7d7-4a9f-4354-95f2-0aafafc5eeaf,22/12/2024,3:13,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1250,0,0,0,0,0,0,0,0,106.5,0,0,0,0,0,21.46,0,21.46,-375,0,129.73,-245.27,0,0,0,,0,875,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#3CCD9,ac5d4bbe-8960-46f5-b516-1cbc7603ccd9,22/12/2024,3:03,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,3900,0,0,0,0,0,0,0,0,348,0,0,0,0,0,41.39,0,41.39,-1170,0,107.3,-1062.7,0,0,0,,0,2730,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#3B918,68f580b3-e851-451c-b6f5-9e799fa3b918,22/12/2024,2:59,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1850,0,0,0,0,0,0,0,0,161.5,0,0,0,0,0,25.89,0,25.89,-555,0,351.48,-203.52,0,0,0,,0,1295,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,,,22/12/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1972.09,-1972.09,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#6874C,ce9a1094-8cba-41b4-9a53-07cab166874c,22/12/2024,18:47,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1400,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,-420,0,43.14,-376.86,0,0,0,,0,980,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#5C84A,9cf03458-9e78-43be-bdd8-871ff1c5c84a,22/12/2024,20:20,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,7000,0,0,0,0,0,-1850,0,-1850,219,0,0,0,0,0,0,0,0,-1545,0,33.84,-1511.16,0,0,0,,0,3605,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#1DB05,fc0c04ea-2169-403d-b9f6-a2c44dc1db05,22/12/2024,22:28,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1600,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,-480,0,0,-480,0,88.24,0,,0,1208.24,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#51634,743e10a9-1707-4588-b496-c4b67c851634,22/12/2024,23:17,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2350,0,0,0,0,0,0,0,0,156.5,0,0,0,0,0,0,0,0,-705,0,102.6,-602.4,0,0,0,,0,1645,23/12/2024,Paid,,,,,EPKKY0XIZH1O
,#13B9E,ede95a13-5619-4e31-becb-a1da01113b9e,23/12/2024,0:02,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,950,0,0,0,0,0,0,0,0,96.5,0,0,0,0,0,0,0,0,-285,0,88.99,-196.01,0,0,0,,0,665,30/12/2024,Paid,,,,,4HA81B311K49
,#E4DC0,b935ee6a-32ed-4143-a9ec-7f0ad1be4dc0,23/12/2024,0:53,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1500,0,0,0,0,0,0,0,0,174,0,0,0,0,0,38.63,0,38.63,-450,0,250.92,-199.08,0,0,0,,0,1050,30/12/2024,Paid,,,,,4HA81B311K49
,#DBE05,709ddf85-183f-45b0-afa5-f499a3bdbe05,23/12/2024,1:19,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2200,0,0,0,0,0,0,0,0,149,0,0,0,0,0,5.79,0,5.79,-660,0,0,-660,0,44.03,0,,0,1584.03,30/12/2024,Paid,,,,,4HA81B311K49
,#4286F,3ec6c6b6-f657-42b2-b991-4d453314286f,23/12/2024,1:39,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1350,0,0,0,0,0,0,0,0,101.5,0,0,0,0,0,7.87,0,7.87,-405,0,3.35,-401.65,0,0,0,,0,945,30/12/2024,Paid,,,,,4HA81B311K49
,#CEBB9,96d1d61e-116c-4c6e-bf38-3635cd1cebb9,23/12/2024,1:39,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1450,0,0,0,0,0,0,0,0,171.5,0,0,0,0,0,14.62,0,14.62,-435,0,0,-435,0,10.67,0,,0,1025.67,30/12/2024,Paid,,,,,4HA81B311K49
,#63757,ad9145d9-1a36-4394-9c03-a421cc363757,23/12/2024,2:08,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,141.5,0,0,0,0,0,22,0,22,-405,0,100.42,-304.58,0,0,0,,0,945,30/12/2024,Paid,,,,,4HA81B311K49
,#D3A12,ec7e7919-be15-4e3d-8b95-9ac5ec8d3a12,23/12/2024,2:36,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1650,0,0,0,0,0,0,0,0,176.5,0,0,0,0,0,19.69,0,19.69,-495,0,39.95,-455.05,0,0,0,,0,1155,30/12/2024,Paid,,,,,4HA81B311K49
,#D3A12,ec7e7919-be15-4e3d-8b95-9ac5ec8d3a12,23/12/2024,2:36,,,Unknown,Refund,Data not available,0,0,-1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-1650,30/12/2024,Paid,,,,,4HA81B311K49
,#EB6EB,fdfc92c4-7dee-4857-a107-062693ceb6eb,23/12/2024,3:11,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2650,0,0,0,0,0,0,0,0,293,0,0,0,0,0,10.21,0,10.21,-795,0,0,-795,0,180.9,0,,0,2035.9,30/12/2024,Paid,,,,,4HA81B311K49
,,,23/12/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-1971.49,-1971.49,30/12/2024,Paid,,,,,4HA81B311K49
,#EC3BB,b4f6a880-638e-44ff-8ba0-f2d4f1fec3bb,23/12/2024,23:07,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1990,0,0,0,0,0,0,0,0,138.5,0,0,0,0,0,0,0,0,-597,0,0,-597,0,33.24,0,,0,1426.24,30/12/2024,Paid,,,,,4HA81B311K49
,#7CC8D,47cd2db1-79a5-453a-b2c0-a61e1cd7cc8d,23/12/2024,23:39,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1600,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,-480,0,25.89,-454.11,0,0,0,,0,1120,30/12/2024,Paid,,,,,4HA81B311K49
,#8B6FE,1c91b6de-24e0-4698-bc81-784cfad8b6fe,23/12/2024,23:43,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1600,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,-480,0,0,-480,0,85.84,0,,0,1205.84,30/12/2024,Paid,,,,,4HA81B311K49
,#59B9D,e7fa4b73-308c-4c7d-aa2a-5c3c32359b9d,23/12/2024,23:21,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,4000,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,-1200,0,155.99,-1044.01,0,0,0,,0,2800,30/12/2024,Paid,,,,,4HA81B311K49
,#F5225,50f27cac-8ff6-4bff-90db-65f7dcdf5225,23/12/2024,23:26,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,950,0,0,0,0,0,0,0,0,126.5,0,0,0,0,0,0,0,0,-285,0,0,-285,0,63.33,0,,0,728.33,30/12/2024,Paid,,,,,4HA81B311K49
,#8A207,66c32faf-36bb-4bdc-b3e0-f12bd188a207,23/12/2024,23:51,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,3700,0,0,0,0,0,-1850,0,-1850,353,0,0,0,0,0,0,0,0,-555,0,0,-555,0,115.45,0,,0,1410.45,30/12/2024,Paid,,,,,4HA81B311K49
,#45EBA,5028b7e4-4978-45f9-98a8-437354645eba,24/12/2024,0:20,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1650,0,0,0,0,0,0,0,0,310.5,0,0,0,0,0,0,0,0,-495,0,75.59,-419.41,0,0,0,,0,1155,30/12/2024,Paid,,,,,4HA81B311K49
,#9214E,28c28ba9-db1d-4a0f-a6f2-cb200f79214e,24/12/2024,0:38,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1600,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,-480,0,0,-480,0,37.93,0,,0,1157.93,30/12/2024,Paid,,,,,4HA81B311K49
,#3F9DF,2ac6a56d-1816-4066-b241-a2decf23f9df,24/12/2024,1:09,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,8625,0,0,0,0,0,-1850,0,-1850,293,0,0,0,0,0,13.59,0,13.59,-2032.5,0,0,-2032.5,0,143.5,0,,0,4886,30/12/2024,Paid,,,,,4HA81B311K49
,#7590F,faddc5c4-3550-492c-b3f2-e5a47227590f,24/12/2024,1:13,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3700,0,0,0,0,0,-1850,0,-1850,219,0,0,0,0,0,24.88,0,24.88,-555,0,54.6,-500.4,0,0,0,,0,1295,30/12/2024,Paid,,,,,4HA81B311K49
,#725A7,c7e63395-7d5e-42bf-a657-a4d6a81725a7,24/12/2024,1:48,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1200,0,0,0,0,0,0,0,0,159,0,0,0,0,0,29.24,0,29.24,-360,0,162.79,-197.21,0,0,0,,0,840,30/12/2024,Paid,,,,,4HA81B311K49
,#491F4,e9562697-a2a3-4f8e-a551-38d1491491f4,24/12/2024,2:09,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,2125,0,0,0,0,0,0,0,0,334.25,0,0,0,0,0,23.86,0,23.86,-637.5,0,0,-637.5,0,71.7,0,,0,1559.2,30/12/2024,Paid,,,,,4HA81B311K49
,#53600,3d57d0ff-8783-422d-9d78-3fb27dd53600,24/12/2024,2:07,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3525,0,0,0,0,0,0,0,0,343,0,0,0,0,0,20.78,0,20.78,-1057.5,0,0,-1057.5,0,114.46,0,,0,2581.96,30/12/2024,Paid,,,,,4HA81B311K49
,#A3BA0,36b9e80b-2bd7-48f4-ae6f-74e3dc7a3ba0,24/12/2024,2:17,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,1350,0,0,0,0,0,0,0,0,141.5,0,0,0,0,0,21.29,0,21.29,-405,0,92.74,-312.26,0,0,0,,0,945,30/12/2024,Paid,,,,,4HA81B311K49
,#8EEFC,0d046de8-ee52-43ad-9a1a-df2e6068eefc,24/12/2024,2:13,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1500,0,0,0,0,0,0,0,0,174,0,0,0,0,0,26.98,0,26.98,-450,0,122.87,-327.13,0,0,0,,0,1050,30/12/2024,Paid,,,,,4HA81B311K49
,#1B4B4,de3c8f37-a74c-449d-948a-2f391f81b4b4,24/12/2024,2:21,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1400,0,0,0,0,0,0,0,0,109,0,0,0,0,0,15.54,0,15.54,-420,0,62.01,-357.99,0,0,0,,0,980,30/12/2024,Paid,,,,,4HA81B311K49
,#5E2A7,67ff5b51-5936-45fa-a802-024ff5f5e2a7,24/12/2024,2:55,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,1450,0,0,0,0,0,0,0,0,121.5,0,0,0,0,0,7.87,0,7.87,-435,0,0,-435,0,16.64,0,,0,1031.64,30/12/2024,Paid,,,,,4HA81B311K49
,#491D7,a9151612-c75a-435d-85ec-3a5c18c491d7,24/12/2024,3:06,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1200,0,0,0,0,0,0,0,0,124,0,0,0,0,0,20.21,0,20.21,-360,0,98.12,-261.88,0,0,0,,0,840,30/12/2024,Paid,,,,,4HA81B311K49
,,,24/12/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-2314.08,-2314.08,30/12/2024,Paid,,,,,4HA81B311K49
,#5C5BF,a69b1bcb-576f-4a54-9620-6e695275c5bf,24/12/2024,18:41,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3000,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,-900,0,0,-900,0,17.56,0,,0,2117.56,30/12/2024,Paid,,,,,4HA81B311K49
,#64324,7257e474-6c90-4a14-822c-02e102864324,24/12/2024,18:11,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1975,0,0,0,0,0,0,0,0,192.75,0,0,0,0,0,0,0,0,-592.5,0,416.38,-176.12,0,0,0,,0,1382.5,30/12/2024,Paid,,,,,4HA81B311K49
,#059F3,b77569e3-5a68-483a-984b-8eedff4059f3,24/12/2024,23:17,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1250,0,0,0,0,0,0,0,0,161.5,0,0,0,0,0,0,0,0,-375,0,152.08,-222.92,0,0,0,,0,875,30/12/2024,Paid,,,,,4HA81B311K49
,#938C0,e4450c76-2480-472e-a302-25020bf938c0,24/12/2024,23:38,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,4530,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,-1359,0,79.08,-1279.92,0,0,0,,0,3171,30/12/2024,Paid,,,,,4HA81B311K49
,#3C816,b81a1bb0-b2aa-43e7-bd43-3d93b153c816,25/12/2024,0:01,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2000,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,-600,0,104.67,-495.33,0,0,0,,0,1400,30/12/2024,Paid,,,,,4HA81B311K49
,#3C816,b81a1bb0-b2aa-43e7-bd43-3d93b153c816,25/12/2024,0:01,,,Unknown,Refund,Uber One member,0,0,-1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,-1150,30/12/2024,Paid,,,,,4HA81B311K49
,#0351A,c86e51ee-249d-41cc-b20c-c28cae60351a,25/12/2024,0:06,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,1500,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,-450,0,162.66,-287.34,0,0,0,,0,1050,30/12/2024,Paid,,,,,4HA81B311K49
,#D5B85,4e5c7020-a805-4b8a-8e30-da39903d5b85,25/12/2024,0:20,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,2300,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,-690,0,0,-690,0,23.23,0,,0,1633.23,30/12/2024,Paid,,,,,4HA81B311K49
,#CB7B1,288b6794-98c9-4c7e-b6bd-b57ebf8cb7b1,25/12/2024,0:55,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,1600,0,0,0,0,0,0,0,0,174,0,0,0,0,0,27.12,0,27.12,-480,0,124.23,-355.77,0,0,0,,0,1120,30/12/2024,Paid,,,,,4HA81B311K49
,#5377F,27f6435b-055b-432b-ae1c-9067bb65377f,25/12/2024,1:14,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,3000,0,0,0,0,0,0,0,0,164,0,0,0,0,0,6.18,0,6.18,-900,0,0,-900,0,96.17,0,,0,2196.17,30/12/2024,Paid,,,,,4HA81B311K49
,#2FBE0,0361da6f-fda9-460e-9bf8-dbf7b432fbe0,25/12/2024,1:15,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Uber One member,8000,0,0,0,0,0,-3700,0,-3700,224,0,0,0,0,0,7.72,0,7.72,-1290,0,0,-1290,0,139.25,0,,0,3149.25,30/12/2024,Paid,,,,,4HA81B311K49
,#FB738,3d658b01-09cf-4247-93d4-ada9e56fb738,25/12/2024,1:50,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1600,0,0,0,0,0,0,0,0,119,0,0,0,0,0,3.93,0,3.93,-480,0,0,-480,0,75.68,0,,0,1195.68,30/12/2024,Paid,,,,,4HA81B311K49
,#41B57,195cc5de-0b5b-4ca4-93be-6bb6b7341b57,25/12/2024,1:48,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1700,0,0,0,0,0,0,0,0,129,0,0,0,0,0,7.45,0,7.45,-510,0,0,-510,0,47.11,0,,0,1237.11,30/12/2024,Paid,,,,,4HA81B311K49
,#78689,3a5a7fab-e0dd-4df2-b9cb-173982878689,25/12/2024,1:53,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1600,0,0,0,0,0,0,0,0,164,0,0,0,0,0,6.42,0,6.42,-480,0,0,-480,0,93.25,0,,0,1213.25,30/12/2024,Paid,,,,,4HA81B311K49
,#F8389,49dedf4a-f66c-485a-a5de-8348278f8389,25/12/2024,2:20,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1600,0,0,0,0,0,0,0,0,174,0,0,0,0,0,17.06,0,17.06,-480,0,13.78,-466.22,0,0,0,,0,1120,30/12/2024,Paid,,,,,4HA81B311K49
,#E06DE,61513482-ea79-40c4-950b-67858b9e06de,25/12/2024,2:24,Delivery – partner using Uber app,Unknown,Android,Completed,Data not available,1950,0,0,0,0,0,0,0,0,141.5,0,0,0,0,0,6.75,0,6.75,-585,0,0,-585,0,36.59,0,,0,1401.59,30/12/2024,Paid,,,,,4HA81B311K49
,#69E32,85f1bc61-7c1a-47db-841e-19d540269e32,25/12/2024,1:41,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2800,0,0,0,0,0,0,0,0,224,0,0,0,0,0,38.96,0,38.96,-840,0,204.68,-635.32,0,0,0,,0,1960,30/12/2024,Paid,,,,,4HA81B311K49
,#3E591,a226da69-fd6a-4290-b971-381b7003e591,25/12/2024,2:22,Delivery – partner using Uber app,Unknown,iOS,Completed,Data not available,3700,0,0,0,0,0,-1850,0,-1850,224,0,0,0,0,0,20.86,0,20.86,-555,0,5.6,-549.4,0,0,0,,0,1295,30/12/2024,Paid,,,,,4HA81B311K49
,#DC727,86c38fa8-eaf0-42b3-999f-a9b2f1fdc727,25/12/2024,2:35,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1400,0,0,0,0,0,0,0,0,109,0,0,0,0,0,11.2,0,11.2,-420,0,14.12,-405.88,0,0,0,,0,980,30/12/2024,Paid,,,,,4HA81B311K49
,#7DE19,f9225904-77e3-4d8a-9ac2-94fecfd7de19,25/12/2024,2:37,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,1250,0,0,0,0,0,0,0,0,101.5,0,0,0,0,0,16.28,0,16.28,-375,0,77.49,-297.51,0,0,0,,0,875,30/12/2024,Paid,,,,,4HA81B311K49
,#C3ADA,0d1336e6-f19a-4892-8583-96ac908c3ada,25/12/2024,2:41,Delivery – partner using Uber app,Unknown,iOS,Completed,Uber One member,3700,0,0,0,0,0,-1850,0,-1850,293,0,0,0,0,0,19.67,0,19.67,-555,0,0,-555,0,76.77,0,,0,1371.77,30/12/2024,Paid,,,,,4HA81B311K49
,#85F68,791845fc-2449-44d7-8077-c9e797585f68,25/12/2024,3:05,Delivery – partner using Uber app,Unknown,Uber Eats web,Completed,Data not available,4700,0,0,0,0,0,-1850,0,-1850,224,0,0,0,0,0,17.51,0,17.51,-855,0,0,-855,0,31.2,0,,0,2026.2,30/12/2024,Paid,,,,,4HA81B311K49
,#96D4D,ae1ade9b-a4f5-4c38-a82e-1d2b59396d4d,25/12/2024,3:07,Delivery – partner using Uber app,Unknown,Android,Completed,Uber One member,2000,0,0,0,0,0,0,0,0,199,0,0,0,0,0,28.74,0,28.74,-600,0,117.28,-482.72,0,0,0,,0,1400,30/12/2024,Paid,,,,,4HA81B311K49
,,,25/12/2024,,,,Unknown,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ad spend,-2026.96,-2026.96,30/12/2024,Paid,,,,,4HA81B311K49
